日期,时间,开盘,最高,最低,收盘,成交量,成交额,datetime
2024-12-16,20241216093500000,45.92612745,46.17937863,45.78976143,46.1696382,524300,24724792.0,2024-12-16 09:35:00
2024-12-16,20241216094000000,46.1696382,46.1696382,45.78976143,45.78976143,319600,15090534.0,2024-12-16 09:40:00
2024-12-16,20241216094500000,45.78976143,45.83846358,45.6826167,45.69235713,327900,15404740.0,2024-12-16 09:45:00
2024-12-16,20241216095000000,45.6826167,45.75079971,45.64365498,45.67287627,316300,14837072.0,2024-12-16 09:50:00
2024-12-16,20241216095500000,45.67287627,45.84820401,45.65339541,45.82872315,164900,7745968.0,2024-12-16 09:55:00
2024-12-16,20241216100000000,45.84820401,45.95534874,45.82872315,45.90664659,183600,8645960.0,2024-12-16 10:00:00
2024-12-16,20241216100500000,45.90664659,45.95534874,45.80924229,45.85794444,154300,7270096.0,2024-12-16 10:05:00
2024-12-16,20241216101000000,45.82872315,45.84820401,45.66313584,45.66313584,126800,5960248.0,2024-12-16 10:10:00
2024-12-16,20241216101500000,45.66313584,45.73131885,45.65339541,45.70209756,154100,7225000.0,2024-12-16 10:15:00
2024-12-16,20241216102000000,45.70209756,45.78976143,45.66313584,45.78976143,122700,5756152.0,2024-12-16 10:20:00
2024-12-16,20241216102500000,45.78976143,45.83846358,45.67287627,45.6826167,129800,6101080.0,2024-12-16 10:25:00
2024-12-16,20241216103000000,45.6826167,45.73131885,45.6826167,45.71183799,84200,3951016.0,2024-12-16 10:30:00
2024-12-16,20241216103500000,45.71183799,45.73131885,45.66313584,45.70209756,82100,3850640.0,2024-12-16 10:35:00
2024-12-16,20241216104000000,45.69235713,45.70209756,45.62417412,45.62417412,126300,5917080.0,2024-12-16 10:40:00
2024-12-16,20241216104500000,45.62417412,45.65339541,45.61443369,45.64365498,67500,3162264.0,2024-12-16 10:45:00
2024-12-16,20241216105000000,45.64365498,45.69235713,45.63391455,45.65339541,82200,3855696.0,2024-12-16 10:50:00
2024-12-16,20241216105500000,45.66313584,45.67287627,45.5852124,45.5852124,124600,5834976.0,2024-12-16 10:55:00
2024-12-16,20241216110000000,45.5852124,45.59495283,45.50728896,45.53651025,163200,7633168.0,2024-12-16 11:00:00
2024-12-16,20241216110500000,45.53651025,45.55599111,45.51702939,45.52676982,60400,2821936.0,2024-12-16 11:05:00
2024-12-16,20241216111000000,45.52676982,45.55599111,45.45858681,45.52676982,166200,7762704.0,2024-12-16 11:10:00
2024-12-16,20241216111500000,45.52676982,45.55599111,45.50728896,45.52676982,61600,2879984.0,2024-12-16 11:15:00
2024-12-16,20241216112000000,45.52676982,45.65339541,45.52676982,45.61443369,168700,7895696.0,2024-12-16 11:20:00
2024-12-16,20241216112500000,45.59495283,45.62417412,45.53651025,45.53651025,64100,3000608.0,2024-12-16 11:25:00
2024-12-16,20241216113000000,45.53651025,45.63391455,45.52676982,45.63391455,67300,3149360.0,2024-12-16 11:30:00
2024-12-16,20241216130500000,45.64365498,45.67287627,45.56573154,45.65339541,109200,5114480.0,2024-12-16 13:05:00
2024-12-16,20241216131000000,45.64365498,45.70209756,45.61443369,45.65339541,84600,3968112.0,2024-12-16 13:10:00
2024-12-16,20241216131500000,45.65339541,45.66313584,45.52676982,45.5852124,120600,5640112.0,2024-12-16 13:15:00
2024-12-16,20241216132000000,45.5852124,45.62417412,45.54625068,45.60469326,94800,4435072.0,2024-12-16 13:20:00
2024-12-16,20241216132500000,45.60469326,45.64365498,45.57547197,45.63391455,154600,7238768.0,2024-12-16 13:25:00
2024-12-16,20241216133000000,45.63391455,45.72157842,45.63391455,45.67287627,111000,5206256.0,2024-12-16 13:30:00
2024-12-16,20241216133500000,45.67287627,45.76054014,45.63391455,45.6826167,115300,5412944.0,2024-12-16 13:35:00
2024-12-16,20241216134000000,45.6826167,45.6826167,45.63391455,45.64365498,60600,2838352.0,2024-12-16 13:40:00
2024-12-16,20241216134500000,45.65339541,45.73131885,45.5852124,45.66313584,137400,6444752.0,2024-12-16 13:45:00
2024-12-16,20241216135000000,45.66313584,45.72157842,45.65339541,45.70209756,85000,3983600.0,2024-12-16 13:50:00
2024-12-16,20241216135500000,45.67287627,45.73131885,45.62417412,45.69235713,120400,5646528.0,2024-12-16 13:55:00
2024-12-16,20241216140000000,45.70209756,45.71183799,45.65339541,45.69235713,79100,3709792.0,2024-12-16 14:00:00
2024-12-16,20241216140500000,45.70209756,45.72157842,45.65339541,45.65339541,94900,4451152.0,2024-12-16 14:05:00
2024-12-16,20241216141000000,45.65339541,45.6826167,45.55599111,45.57547197,134600,6303520.0,2024-12-16 14:10:00
2024-12-16,20241216141500000,45.5852124,45.62417412,45.54625068,45.55599111,108900,5096720.0,2024-12-16 14:15:00
2024-12-16,20241216142000000,45.55599111,45.60469326,45.54625068,45.60469326,89000,4165504.0,2024-12-16 14:20:00
2024-12-16,20241216142500000,45.61443369,45.64365498,45.56573154,45.62417412,76000,3558400.0,2024-12-16 14:25:00
2024-12-16,20241216143000000,45.61443369,45.61443369,45.49754853,45.53651025,178000,8322416.0,2024-12-16 14:30:00
2024-12-16,20241216143500000,45.54625068,45.55599111,45.40014423,45.40014423,210800,9838304.0,2024-12-16 14:35:00
2024-12-16,20241216144000000,45.40014423,45.4878081,45.3904038,45.4878081,223200,10410752.0,2024-12-16 14:40:00
2024-12-16,20241216144500000,45.4878081,45.51702939,45.3904038,45.40988466,135100,6305056.0,2024-12-16 14:45:00
2024-12-16,20241216145000000,45.40988466,45.46832724,45.3904038,45.40988466,223900,10437472.0,2024-12-16 14:50:00
2024-12-16,20241216145500000,45.40014423,45.5852124,45.3904038,45.4878081,199600,9315264.0,2024-12-16 14:55:00
2024-12-16,20241216150000000,45.4878081,45.53651025,45.42936552,45.51702939,186800,8729056.0,2024-12-16 15:00:00
2024-12-17,20241217093500000,45.43910595,45.43910595,45.0007866,45.22481649,575300,26676784.0,2024-12-17 09:35:00
2024-12-17,20241217094000000,45.22481649,45.22481649,45.05922918,45.1955952,405100,18770464.0,2024-12-17 09:40:00
2024-12-17,20241217094500000,45.18585477,45.34170165,45.13715262,45.21507606,306500,14239468.0,2024-12-17 09:45:00
2024-12-17,20241217095000000,45.21507606,45.3904038,45.21507606,45.3904038,205100,9537216.0,2024-12-17 09:50:00
2024-12-17,20241217095500000,45.3904038,45.52676982,45.32222079,45.52676982,245900,11464632.0,2024-12-17 09:55:00
2024-12-17,20241217100000000,45.53651025,45.60469326,45.34170165,45.5852124,265200,12388984.0,2024-12-17 10:00:00
2024-12-17,20241217100500000,45.5852124,45.82872315,45.56573154,45.79950186,331000,15535848.0,2024-12-17 10:05:00
2024-12-17,20241217101000000,45.780021,45.88716573,45.74105928,45.78976143,256900,12079848.0,2024-12-17 10:10:00
2024-12-17,20241217101500000,45.78976143,45.8774253,45.75079971,45.79950186,164000,7714720.0,2024-12-17 10:15:00
2024-12-17,20241217102000000,45.79950186,45.85794444,45.70209756,45.77028057,161100,7572800.0,2024-12-17 10:20:00
2024-12-17,20241217102500000,45.77028057,45.83846358,45.76054014,45.76054014,138800,6529264.0,2024-12-17 10:25:00
2024-12-17,20241217103000000,45.76054014,45.78976143,45.60469326,45.61443369,134000,6284464.0,2024-12-17 10:30:00
2024-12-17,20241217103500000,45.61443369,45.67287627,45.60469326,45.61443369,145700,6825328.0,2024-12-17 10:35:00
2024-12-17,20241217104000000,45.60469326,45.60469326,45.56573154,45.57547197,66300,3103344.0,2024-12-17 10:40:00
2024-12-17,20241217104500000,45.57547197,45.60469326,45.49754853,45.49754853,86900,4063696.0,2024-12-17 10:45:00
2024-12-17,20241217105000000,45.50728896,45.54625068,45.3904038,45.53651025,153300,7153504.0,2024-12-17 10:50:00
2024-12-17,20241217105500000,45.53651025,45.61443369,45.51702939,45.54625068,90700,4242560.0,2024-12-17 10:55:00
2024-12-17,20241217110000000,45.54625068,45.5852124,45.44884638,45.5852124,71800,3354784.0,2024-12-17 11:00:00
2024-12-17,20241217110500000,45.52676982,45.62417412,45.52676982,45.56573154,78000,3649952.0,2024-12-17 11:05:00
2024-12-17,20241217111000000,45.56573154,45.60469326,45.49754853,45.49754853,45400,2123056.0,2024-12-17 11:10:00
2024-12-17,20241217111500000,45.50728896,45.54625068,45.35144208,45.41962509,143100,6674208.0,2024-12-17 11:15:00
2024-12-17,20241217112000000,45.45858681,45.56573154,45.32222079,45.53651025,199500,9301824.0,2024-12-17 11:20:00
2024-12-17,20241217112500000,45.53651025,45.56573154,45.45858681,45.46832724,62900,2935344.0,2024-12-17 11:25:00
2024-12-17,20241217113000000,45.44884638,45.50728896,45.40988466,45.45858681,63000,2943728.0,2024-12-17 11:30:00
2024-12-17,20241217130500000,45.42936552,45.53651025,45.37092294,45.44884638,135800,6331968.0,2024-12-17 13:05:00
2024-12-17,20241217131000000,45.44884638,45.49754853,45.40014423,45.44884638,143200,6678560.0,2024-12-17 13:10:00
2024-12-17,20241217131500000,45.43910595,45.5852124,45.40988466,45.56573154,122200,5709760.0,2024-12-17 13:15:00
2024-12-17,20241217132000000,45.56573154,45.61443369,45.42936552,45.42936552,125500,5865280.0,2024-12-17 13:20:00
